id_usuario,ids_restaurante_favorito
270504,12010
270504,138
270504,15799
118956,9070
89076,7098
54947,3610
3563ca9f-0aab-4539-886c-6008155a759d,246
3563ca9f-0aab-4539-886c-6008155a759d,15308
3563ca9f-0aab-4539-886c-6008155a759d,311a74d1-352e-48f9-95ef-ebf07b174165
3563ca9f-0aab-4539-886c-6008155a759d,a4ebe194-9e58-eaa6-3064-57853c3d67f3
3563ca9f-0aab-4539-886c-6008155a759d,15210
3563ca9f-0aab-4539-886c-6008155a759d,1735
3563ca9f-0aab-4539-886c-6008155a759d,12182
3563ca9f-0aab-4539-886c-6008155a759d,10752
3563ca9f-0aab-4539-886c-6008155a759d,14146
3563ca9f-0aab-4539-886c-6008155a759d,89f0c6cc-1d2b-4375-a3b6-9f404f4d43f3
275832,1410
275832,2604
275832,345
275832,675
275832,7665
275832,86
275832,9136
45802,6746
108200,10910
108200,13004
108200,1467
108200,2579
108200,2644
108200,2707
108200,2762
108200,3913
108200,480
108200,7296
173280,12000
173280,2945
173280,3348
173280,5678
413956,320
413956,81
26663,1709
26663,246
26663,6755
26663,4108
26663,12100
26663,12598
26663,ef9d2b63-194a-9e13-443c-56f15c4c3aa5
127048,7340
83008,6370
83008,7776
83008,863
374230,10274
374230,10370
374230,10940
374230,11722
374230,12182
374230,12502
374230,12528
374230,12904
374230,138
374230,1543
595536,1059
595536,12350
595536,14998
595536,159
595536,15136
595536,2042
595536,2715
595536,7873
595536,13624
595536,3947
23001,1224
23001,2230
23001,2489
23001,6328
120998,2997
120998,3352
120998,6879
120998,712
120998,7340
120998,760
120998,863
120998,8786
120998,971
120998,9716
79229,6553
79229,6852
79229,7157
79229,7427
79229,8882
71841,6738
35553,8336
663798,4191
681152,1182
681152,11954
681152,13324
681152,14116
681152,14148
681152,14328
681152,14440
681152,15036
681152,3977
681152,4072
73290,6347
73290,6347
21149,231
67b77493-da6a-41af-918f-8359eebb1d03,2399
77360,3899
19829,48
39077,1
39077,10046
39077,10062
39077,10084
39077,10108
39077,10138
39077,10144
39077,10154
39077,10168
39077,10176
408952,10934
408952,2589
408952,3259
32317,294
96314,8272
74183,3937
46002,3926
44436,12358
239178,7025
239178,14524
54601,13860
54601,2581
54601,4112
54601,6657
74871,1510
74871,1650
74871,1735
74871,3063
74871,7844
74871,10108
74871,104
74871,12376
74835,14878
74835,2752
517086,14910
53529,2082
470954,1021
470954,11288
470954,11490
470954,12666
470954,13226
470954,14196
470954,14696
470954,14910
470954,14982
470954,15154
212586,9070
337824,10422
337824,10726
337824,12458
337824,12510
337824,12576
337824,12748
337824,1307
337824,131
337824,13624
337824,1457
7483,10836
7483,11410
7483,12010
7483,12416
7483,149
7483,1518
7483,2086
7483,2139
7483,246
7483,2988
540208,11890
171290,7595
59344,10094
59344,1099
59344,280
59344,3445
59344,6318
59344,650
59344,6962
59344,7801
59344,789
59344,9212
236526,11112
365012,10106
365012,10136
365012,10910
365012,1355
365012,13724
365012,14212
365012,14304
365012,1467
365012,1556
365012,214
200618,1461
28375,12598
28375,15034
97886,48
543570,1514
543570,15788
80309,104
80309,2762
80309,2997
80309,612
752962,6318
333370,10058
333370,11766
333370,12758
333370,13302
333370,13608
333370,1735
333370,4191
5210,11176
124798,200
124798,7340
124798,9588
9267,1874
451646,10108
451646,10370
451646,11954
451646,2388
451646,9932
99202,6851
80611,3824
39194,1376
39194,393
39194,59
39194,6714
39194,6839
95912,10510
95912,10726
95912,1887
95912,2707
95912,2775
95912,3477
95912,7990
95912,827
405282,3348
550014,11134
550014,15708
550014,15406
550014,7675
550014,15658
550014,14622
550014,12702
68330,1254
68330,1253
435684,1125
9310,2138
9310,2812
9310,6314
9310,8436
52197,7090
72676,0ecd6e79-24a1-4b71-95f5-bb095ead2979
72676,14662
72676,3829
72676,3824
72676,1151
72676,14860
72676,14868
72676,2605
72676,4108
77674,2070
96474,10172
96474,104
96474,10436
96474,10450
96474,1103
96474,11412
96474,117
96474,1204
96474,12188
96474,125
85586,3003
63142,231
68287,11424
625550,14148
8459,1222
16054,1542
16054,6347
492722,2811
84484,112
84484,48
84484,7782
326224,12450
84953,7844
21572,7453
238920,393
238920,6862
238920,87
3209,2011
3209,3329
3209,3649
3209,519
628666,490
370468,9606
76553,1479
76553,2997
76553,3854
76553,5756
76553,6241
137342,6503
106916,6697
145432,1556
145432,2053
145432,2734
145432,360
145432,3854
145432,389
145432,411
145432,48
145432,5132
145432,5144
84837,6318
66575,891
72466,231
72466,3918
72466,4758
7f81383d-7fb7-4222-9556-9a328758ce5e,14998
7f81383d-7fb7-4222-9556-9a328758ce5e,ffec9322-8d62-449a-b030-13d714ed89bf
219214,10192
62936,3842
62936,12788
62936,7240
638220,11890
638220,12278
638220,13062
638220,13624
638220,14184
638220,14324
638220,14696
638220,15008
638220,15048
638220,15106
207238,48
119588,10320
119588,10832
119588,217
119588,253
119588,261
119588,48
119588,533
119588,7116
68331,2945
68331,48
68331,9234
73370,1040
73370,125
73370,131
73370,1376
73370,1377
73370,144
73370,1479
73370,1627
73370,1650
73370,1709
165854,6755
51213,2053
51213,2667
51213,407
80537,12100
80537,1735
80537,198
80537,3686
80537,3829
80537,7238
217426,10020
217426,10030
217426,10726
217426,2051
217426,6524
217426,712
217426,9602
217426,979
23531,389
23531,418
23531,12364
23531,9980
23531,3367
23531,15242
23531,8562
23531,9858
23531,7906
38212,7878
256166,15222
17263,3824
247934,10898
89550,7312
115904,1182
115904,1223
115904,1554
115904,2065
115904,2154
115904,3132
115904,3159
115904,3269
115904,3412
115904,379
87124,2605
87124,8432
98742,3343
6773,35
259438,7990
259438,9802
485868,11918
485868,2444
485868,3180
636186,1467
129320,10102
129320,10158
129320,10750
129320,11496
129320,11570
129320,11616
129320,124
129320,12622
129320,12692
129320,12788
78550,5639
78550,8082
15781,48
67951,1470
201004,6602
201004,9602
6284,12000
35704,6746
289754,1751
289754,7897
22657,10064
22657,11490
22657,11496
22657,122
22657,12758
22657,12810
22657,13682
22657,14146
22657,1425
22657,225
172016,9716
79325,125
79325,2508
79325,3034
79325,3258
79325,6755
79325,7240
28537,1457
28537,2928
28537,2969
28537,364
28537,410
28537,426
28537,48
28537,582
28537,831
77117,10878
77117,12274
77117,13624
77117,13724
77117,14084
77117,14306
77117,14532
77117,2740
77117,2988
77117,2997
321612,11628
321612,7710
46829,80
11865,14468
10026,4439
396456,8738
43068,15186
480142,12898
480142,15806
480142,11034
480142,11868
480142,13584
480142,537
480142,6746
480142,7705
3736,2042
66759,10158
348796,10216
44341,7530
390276,13062
390276,7190
390276,8036
397342,10726
397342,11802
397342,14112
397342,6738
397342,6847
79575,104
105656,35469836-69d0-05e9-af02-578505c111ba
105656,1599
105656,1756
105656,292
105656,7639
105656,804
742229,1057
50449,10714
50449,12812
50449,2139
50449,3867
50449,6000
50449,672
50449,755
50449,9212
50449,9714
50449,979
420830,15100
76464,10084
76464,10108
76464,10192
76464,10206
76464,10450
76464,1151
76464,1225
76464,12376
76464,14150
76464,1461
148366,11412
148366,2646
582638,13452
582638,166
582638,480
582638,6755
672880,1535
579748,13966
579748,2116
579748,2582
299924,10086
299924,6684
330168,10726
54172,10878
223008,10158
223008,11376
223008,11890
223008,14298
223008,14424
223008,61bfe51d-5433-dbc9-628e-5602f26d67d5
223008,2225
223008,2865
223008,3381
223008,376
32139,253
68570,2230
41655,10274
41655,2782
41655,2823
41655,5132
41655,5639
41655,7340
41655,7744
41655,7887
41655,9070
41655,9704
181420,2265
181420,393
48338,6446
48338,9812
234396,10720
234396,12100
234396,12508
234396,1349
234396,13612
234396,15330
234396,208
234396,2605
234396,2715
234396,2782
77098,1060
77098,1124
77098,154
77098,1669
77098,2138
77098,217
77098,2188
77098,2236
77098,2425
77098,2487
506528,4401
739875,10090
739875,7710
739875,979
7253,362
7253,7602
7253,8998
7253,917
7253,9446
7253,14524
7253,2602
7253,3348
7253,10138
679946,48
679946,7453
679946,261
679946,7098
10234,2862
10234,12508
10234,3265
10234,335fda15-e8b0-bd6c-d89e-57570ee0cfb1
10234,3c95d565-31b3-c5cf-511f-564b6138a970
10234,6756
10234,9070
271200,42
271200,149
271200,2139
271200,3180
271200,48
a8c0cfe5-fc45-4cac-aab9-13b54a46f5df,6755
a8c0cfe5-fc45-4cac-aab9-13b54a46f5df,246
291072,1307
409728,217
409728,225
409728,2390
409728,3339
409728,7190
409728,2390
409728,6456
409728,15318
409728,14396
409728,9590
232946,1182
232946,346
35452,8512
383888,6791
383888,7889
357304,6406
5100,2613
31003,640
72967,1055
72967,1626
72967,1958
72967,2118
72967,217
72967,2267
72967,2734
72967,282
72967,4111
72967,468
119708,1
119708,10206
119708,33
119708,6755
119708,6888
328022,7673
70358,11424
70358,2862
70358,4108
70358,87
70358,9748
78361,1887
78361,3989
78361,6702
78361,802
224714,3026
75580,1099
75580,1182
75580,2988
75580,435
75580,48
75580,827
75580,86
75580,892
235708,1057
231390,7134
231390,14868
231390,15242
231390,11322
238308,219
238308,1084
75849,1
75849,10046
75849,10086
75849,10168
75849,10178
75849,10220
75849,10882
75849,1556
75849,1912
75849,200
139244,7530
11855,11350
44767,9584
189772,15366
466880,6556
466880,8890
442398,11766
29633,10450
29633,1060
29633,11600
29633,12046
29633,12100
29633,12162
29633,125
29633,163
29633,208
29633,2116
162620,12008
162620,125
162620,138
162620,2997
162620,3180
162620,3923
162620,5132
162620,5133
162620,519
162620,5678
217586,11566
217586,250
217586,2680
217586,2707
217586,2837
217586,3322
217586,3450
217586,5133
217586,7067
217586,8050
46347,6755
46347,6802
46347,6839
46347,7098
46347,7116
46347,7150
46347,7150
46347,7343
46347,7855
46347,81
69081,11964
69081,2630
69081,2865
69081,3998
69081,48
69081,7098
69081,7500
41490,10158
41490,5132
494290,10322
494290,10878
494290,11502
494290,11624
494290,11954
494290,13416
494290,14616
494290,15030
494290,15032
494290,9588
64484,6302
388668,2600
388668,393
388668,6609
395500,10354
395500,11294
395500,2227
395500,2734
395500,6116
395500,7096
395500,7398
395500,80
395500,9748
395500,993
427960,10328
427960,10686
427960,10688
427960,10750
427960,11110
427960,11140
427960,11350
427960,114
427960,11482
427960,11834
112724,3923
72490,1461
72490,2082
72490,2114
72490,231
72490,2450
72490,256
72490,2630
72490,2746
72490,3003
72490,3252
36c63f77-bcbb-4273-880d-37a6cc9cabc5,15754
131448,2728
493528,226
498230,7150
57680,651
84851,1182
84851,7844
84851,961
203590,11376
203590,2916
203590,3498
130258,6780
82619,2053
82619,7
81308,10750
81308,11890
81308,12100
81308,12622
81308,12846
81308,14228
81308,14486
81308,14524
81308,14852
81308,15402
197264,11142
197264,11288
126176,3842
577726,15244
200500,10046
200500,10062
200500,1475
200500,2139
200500,2865
200500,3423
200500,4098
200500,48
200500,5144
200500,6482
80414,12806
80414,6302
102482,335fda15-e8b0-bd6c-d89e-57570ee0cfb1
102482,1980
44426,7686
67794,10686
67794,10688
67794,14136
67794,2988
364540,11122
364540,4008
364540,6761
46783,1473
46783,1729
46783,1961
13399,5110
8278,10322
8278,10370
8278,11412
8278,12096
8278,12372
8278,12574
8278,12904
8278,12996
8278,1429
8278,231
78422,3378
78422,6388
78422,7530
78422,94
78422,9748
156154,1060
156154,166
156154,364
357492,2065
338508,698
e0dcb5c5-1f38-42e0-b94b-13c1da870b50,14074
e0dcb5c5-1f38-42e0-b94b-13c1da870b50,6cdf8fed-2d4e-f0f2-ccb9-56f1485becb7
e0dcb5c5-1f38-42e0-b94b-13c1da870b50,998375bb-3a0c-303b-e416-55fabffe49b3
e0dcb5c5-1f38-42e0-b94b-13c1da870b50,994
11895,2098
11895,2662
11895,3195
78094,2707
249130,8738
81482,231
81482,3330
81482,3330
81482,6956
415306,2825
415306,4191
415306,6406
415306,9734
314968,48
275976,12008
275976,12376
275976,2690
275976,2762
275976,8436
35267,48
40318,1298
40318,1613
40318,598
40318,758
40318,760
40318,808
294434,1474
7045,1701
7045,6578
110316,6224
f8168591-1cf1-4e53-ba40-c20e90de83e5,738
74756,183
86104,3322
10046,2070
10046,2865
126682,12274
26161,7983faac-50dc-b98d-23dd-56c239e1c38f
26161,1709
26161,14600
26161,14868
26161,8100
26161,3841
26161,3200
26161,14448
26161,7116
26161,6755
404060,12010
45672,2133
45672,2139
45672,2166
45672,2707
45672,2862
45672,2862
45672,2911
45672,6481
73274,2876
237938,1980
237938,246
237938,48
237938,4078
237938,15658
237938,6888
237938,13416
237938,14868
237938,2139
237938,4191
594484,14490
240404,6755
220358,6116
220358,7121
220358,9584
69037,1060
69037,1947
69037,372
69037,4058
69037,5138
69037,650
69037,994
170686,9556
70157,377
85690,1627
61591,181
6324,12920
39648,2883
280580,11344
280580,6697
280580,7775
32925,7666
32925,2265
32925,9950
32925,15202
32925,6611
32925,246
32925,15522
32925,15048
32925,208
32925,1735
58544,10688
58544,1627
58544,2078
69602,3998
69602,217
69602,252
69602,2797
69602,6768
18816,3469
213202,1087
213202,117
213202,13410
213202,14184
213202,209
213202,246
213202,3087
213202,3339
213202,493
213202,7257
45050,1094
45050,122
45050,125
45050,146
45050,1664
45050,1717
45050,182
45050,183
45050,1901
45050,231
357370,10112
357370,1060
357370,12274
357370,217
357370,3450
357370,486
357370,489
357370,490
357370,99
357370,9996
357858,9642
357858,9890
357858,10054
357858,11126
357858,1756
357858,2409
357858,2710
357858,274
357858,3195
357858,6331
110250,93
28477,10144
28477,10176
28477,10338
28477,10422
28477,113
28477,1182
28477,11878
28477,12274
28477,12806
28477,12814
376744,14112
376302,10688
376302,11766
376302,1887
376302,2078
376302,2267
376302,3940
376302,421
376302,685
376302,8194
83511,7704
50036,10064
50036,10720
50036,14150
50036,3202
50036,5535
50036,6347
62794,10216
62794,14316
62794,14858
62794,1827
62794,2166
62794,2811
62794,2841
62794,3337
62794,7990
62794,893
84077,6738
84077,6937
84077,7832
84077,8608
9762,3610
9762,3824
9762,9150
384904,11958
559460,2124
195236,7233
195236,8392
46557,14586
46557,497
46557,14094
46557,14486
46557,14468
46557,4078
46557,8326
54956,3970
119514,104
119514,12060
119514,12162
119514,1336
119514,1355
119514,1510
119514,1849
119514,3367
119514,3890
119514,418
48267,11424
48267,12758
48267,2138
48267,231
48267,5535
48267,6000
48267,7707
48267,9556
18899,3829
18899,7190
413000,12646
413000,15300
71311,1344
71311,4098
71311,6802
71311,6962
71311,7313
71311,9748
169868,10142
169868,10330
169868,104
169868,1424
169868,1445
169868,2007
169868,2042
169868,2088
169868,2268
169868,237
741793,7889
20610,15222
20610,7505
14709,1556
14709,2221
14709,2560
14709,3990
14709,429
14709,520
14709,6314
14709,6613
14709,7887
11744,10158
11744,1099
11744,1576
11744,2116
11744,2862
11744,33
11744,3610
11744,3824
11744,3998
11744,5133
84304,7340
140558,165
140558,1932
140558,2166
140558,2845
140558,9716
96002,182
45647,2825
33356,2988
33356,80
120780,12622
120780,131
120780,13300
120780,251
120780,2845
120780,50
120780,557
120780,7530
404494,2007
404494,2166
404494,198
669454,13624
669454,14160
669454,14284
669454,14426
669454,14562
669454,14856
669454,14858
669454,14878
669454,15080
669454,2797
57460,2368
57460,2707
57460,3450
57460,431
08f6439f-b74a-4086-b059-1f9310756206,6473
295776,6780
1264,7746
1264,9170
1264,117
1264,2165
1264,3842
1264,59
40464,1182
40464,8738
444686,14902
444686,5790
444686,11662
444686,7906
444686,15154
444686,15192
444686,8512
444686,396
113004,10064
113004,10112
113004,11090
113004,11538
113004,149
113004,1576
113004,163
113004,2605
113004,3265
113004,3378
82239,1867
82239,418
286996,10106
286996,10516
286996,10688
286996,11322
286996,11412
286996,12044
286996,1980
286996,3450
286996,6000
286996,6481
241500,138
241500,7804
79147,2166
65895,227
65895,236
65895,251
65895,3271
65895,5535
65895,81
65895,8892
28938,6888
28938,6899
28938,2409
28938,6804
28938,10586
28938,219
28938,3564
28938,7058
28938,159
28938,3202
111478,2489
111478,48
423078,12920
65820,217
65820,99
83908,6374
97964,6954
97964,7098
97964,7500
459858,10582
79192,1139
79192,2997
79192,410
79192,48
79192,993
81694,1103
81694,1912
81694,326
81694,3362
81694,3834
81694,48
81694,7157
81694,7611
153320,10476
219716,214
219716,2865
219716,7573
513662,10042
513662,11504
513662,11562
513662,12582
513662,12624
513662,13300
513662,14412
513662,2086
513662,3180
513662,48
108428,11960
108428,12344
108428,192
108428,2065
108428,226
108428,2919
108428,2941
108428,3211
108428,378
108428,3854
604930,14240
419412,11952
419412,1887
419412,2648
419412,293
419412,330
419412,495
419412,6756
419412,8690
45339,10686
45339,12846
45339,14480
45339,272
45339,3146
45339,6802
45339,9598
45339,9764
494182,11502
494182,14586
494182,1518
494182,231
494182,38
494182,3842
494182,48
494182,59
494182,6350
494182,6657
228538,2715
228538,4439
228538,755
7675,583
114352,14872
114352,6990
114352,7990
452364,7784
148194,9212
76396,1040
76396,1136
76396,2018
76396,2997
76396,3026
76396,3414
76396,3998
76396,5132
76396,5135
76396,6746
231560,7990
124088,7424
114488,7
198908,14852
25436,10354
25436,11890
25436,282
25436,3970
25436,7707
20299,83
20299,8796
20299,9592
20299,10328
20299,12508
20299,12920
20299,14218
20299,232
20299,3964
20299,5140
61893,10158
61893,2945
61893,3211
61893,4758
61893,489
61893,6802
124694,2875
124694,2969
45140,12096
45140,1961
45140,9150
390406,3147
390406,3450
173276,1059
173276,1099
173276,1182
173276,11890
173276,12274
173276,12280
173276,12372
173276,14136
173276,14390
173276,14396
63498,15212
63498,7889
63498,12758
63498,6416
63498,8786
63498,9212
63498,976
13605,497
228236,9964
496074,13724
496074,14148
496074,14524
496074,15136
496074,1849
496074,1961
496074,225
496074,282
496074,3026
496074,3147
47919,12996
58195,3026
58195,6347
72395,10622
72395,10898
72395,11958
72395,12758
72395,14094
72395,2082
72395,407
72395,6116
72395,6336
72395,7245
67599,200
603804,12100
358840,10338
358840,10402
358840,11166
358840,12866
358840,12978
358840,1556
358840,2169
358840,225
358840,226
358840,393
85628,1745
85628,6446
85628,7033
85628,8014
245466,15791
25804,2368
25804,48
11251,2865
475156,1
475156,11262
475156,13610
475156,200
475156,340
475156,492
475156,7058
475156,9070
69913,11074
69913,11566
69913,12884
69913,2171
69913,3271
69913,5139
69913,6061
69913,7909
69913,804
69913,8890
731e55f5-e05d-4c67-ba96-e3882731a4e8,2265
5452,9584
13782,1060
72345,301
72345,4036
33673,1756
33673,2988
33673,320
33673,333
390754,1151
390754,217
390754,48
390754,6000
9083,10894
9083,11496
9083,11616
9083,6602
9083,7340
9083,7530
9083,9086
9083,93
9083,9602
134632,14264
383508,8050
189518,14910
196290,3896
76447,2042
76447,2579
76447,259
76447,2919
76447,2997
76447,411
76447,48
76447,6684
76447,7
76447,7098
75899,6316
44111,10108
60111,8624
60111,918
60111,292
60111,13346
60111,125
60111,9886
136868,11814
508888,14096
508888,5535
35007,11294
246896,13612
389984,435
569494,3259
39300,2239
64017,7098
439408,2963
106742,11890
106742,12510
106742,12670
106742,12694
106742,12832
106742,131
106742,13366
106742,1401
106742,227
106742,251
395142,1151
395142,12598
395142,1410
395142,244
395142,3423
395142,6999
395142,7098
395142,81
395142,8986
395142,9070
2719,2086
28735,48
21315,2138
21315,2845
21315,772
13370,3423
35326,2747
12587,3096
12587,6390
433962,9088
282514,2526
282514,10476
282514,2650
499410,11024
499410,11142
499410,11288
499410,12758
499410,1424
499410,1627
499410,2740
499410,3854
499410,4086
499410,429
86750,3445
206664,10720
206664,14696
206664,3202
206664,5535
5411,6481
429060,166
429060,1775
429060,1896
429060,3243
429060,362
429060,389
429060,7681
429060,8112
429060,893
419652,10876
419652,11176
419652,11502
419652,11538
419652,117
419652,12100
419652,14154
419652,14402
419652,15048
419652,2240
196304,10120
196304,104
196304,11642
196304,131
196304,1445
196304,161
196304,2133
196304,2166
196304,2667
196304,2796
7537,1182
7537,1723
7537,217
7537,86
54972,8088
54972,9230
743543,7262
743543,2102
743543,13272
9568,2327
9568,501
571374,1187
129542,13564
133064,10560
133064,2988
133064,6837
133064,12858
133064,15260
133064,6755
133064,14902
133064,2225
133064,9630
133064,15788
44520,2182
44520,8512
586482,2374
49699,3338
20266,12150
83289,1336
197126,1031
197126,12788
197126,13468
197126,192
197126,7694
513510,7694
13373,534
13373,7782
101040,10062
101040,10878
101040,11890
101040,2138
101040,241
101040,2845
101040,5851
101040,6116
101040,6556
101040,7296
66634,11412
66634,200
66634,2737
66634,537
66634,6009
66634,6408
66634,7990
66634,8986
66634,9716
24966,6833
25270,3062
25270,48
25270,514
25270,5752
78719,1948
78719,648
12615,14086
12615,50
416228,48
2139,13250
44142,11688
44142,13062
44142,14646
44142,15000
44142,388
602962,3834
57670,2997
57670,99
287678,1756
287678,6481
287678,8078
53942,3901
383512,10108
383512,11688
383512,12002
383512,13306
383512,149
383512,1518
383512,2007
383512,2115
383512,2664
383512,2734
7030,1182
7030,2459
7030,4058
415432,14646
415432,8432
415432,4108
415432,2988
415432,10874
415432,1103
415432,149
415432,393
415432,48
415432,515
304058,1127
304058,6501
75978,183
75776,12666
75776,3990
75776,5144
75776,545
75776,6131
75776,7694
75776,8786
215452,10180
215452,2582
215452,4098
215452,6749
215452,9602
41905,5426
28425,7296
81086,3922
81086,6604
42673,5535
42673,6116
42673,7897
42673,8296
42673,8896
42673,9628
42673,10112
42673,10246
42673,10766
42673,11970
43630,11322
191306,9802
31824,2602
83648,14188
219128,10436
219128,2865
219128,2911
219128,3180
219128,3896
89178,4734
173264,2714
59883,2770
226322,2782
154702,11016
154702,994
444638,11504
33955,11322
33955,4108
34573,5790
220260,10204
220260,12788
220260,12816
220260,1298
220260,3970
220260,4108
220260,659
220260,6697
220260,744
220260,8778
5216,2409
5216,4056
5216,4079
5216,7296
5216,7783
5216,9022
5216,9078
5216,9802
43322,2166
43322,3257
78366,1182
78366,1315
78366,1715
78366,2969
78366,490
78366,5706
78366,6768
78366,6851
78366,6941
78366,7143
150402,2770
56866,270
56866,501
56866,9716
176446,3352
7200,14264
738765,6481
6830,15797
6830,3977
6830,8224
6830,863
6830,9070
5188,14878
5188,12666
5188,125
5188,7832
5188,15212
5188,2762
5188,8562
5188,9460
5188,2139
5188,14376
279030,11698
20460,253
249930,13062
249930,3348
249930,12988
24694,9802
14162,2841
14162,3202
14162,8986
132382,10932
132382,11318
132382,13682
132382,2136
132382,3854
132382,3990
132382,822
132382,9342
738543,12814
738543,7595
738543,9950
36081,3890
36081,501
36081,6500
36081,696
36081,7141
36081,8312
36081,8562
36081,1139
36081,1200
36081,1336
258166,9858
277744,11672
277744,1558
277744,3913
277744,615
277744,6553
277744,7413
277744,9434
92888,10064
92888,10322
92888,3348
92888,59
92888,673
92888,6802
9764,4734
9764,6731
9764,7707
9764,863
9764,8896
9764,9070
9764,9748
80592,1958
70098,6e4a18ce-6925-2ab7-412d-55b25a69eb84
19728,42b4b36a-8c93-11e6-9f54-a0a8cd25e2c5
19728,11140
19728,11424
19728,12002
19728,12100
19728,12788
19728,12816
19728,1980
19728,3127
19728,3257
79988,1182
79988,2919
82263,7625
441600,8312
79134,1270
79134,8002
79134,7e3aa52c-ff99-8597-67e3-578e7fbf4860
79134,1136
79134,758
79134,8826
79134,3195
79134,2706
79134,1136
79134,2811
303072,2041
72188,1103
72188,2007
72188,232
72188,237
72188,2444
72188,3343
72188,3343
72188,3343
72188,3343
72188,3343
84713,10184
84713,10334
84713,1103
84713,12100
84713,14112
84713,14116
84713,1723
84713,2034
279458,10108
279458,10120
279458,10370
279458,1249
279458,12906
279458,13300
279458,13704
279458,2007
279458,2086
279458,2712
214414,9242
214414,9448
84161,6210
259346,8892
22282,1241
22282,125
22282,1650
22282,1722
22282,221
22282,225
22282,2409
22282,3367
22282,395
22282,410
184826,14960
184826,388
184826,7775
71757,15080
204486,13608
204486,177
204486,2374
204486,2634
204486,2797
204486,3929
204486,59
204486,7694
204486,7851
204486,9950
101794,48
504494,893
311314,10720
311314,6755
24247,10062
24247,10648
24247,11890
24247,12748
24247,1305
24247,14160
24247,14426
24247,2154
24247,2254
24247,2811
336706,10590
336706,12996
336706,13106
336706,6847
336706,7653
336706,827
336706,8786
336706,9212
15872,2997
2517,7746
35493,10400
298330,2272
298330,3003
298330,7
298330,7784
76505,10154
76505,10476
76505,114
76505,11688
76505,11948
76505,219
76505,231
76505,2848
76505,2865
76505,3119
65339,1948
65339,567
292496,10720
292496,1241
292496,12788
292496,1958
292496,2737
292496,2997
292496,3997
292496,48
292496,7755
292496,9842
34474,3998
387192,12528
387192,8562
404172,6779
302988,1576
404254,14094
265890,330
83903,2639
92356,13642
9402,12032
65451,7550
225706,10062
225706,10728
225706,1099
225706,1182
225706,1225
225706,1912
225706,2042
225706,2116
225706,2139
225706,2582
68812,5757
37965,1060
37965,12002
37965,12100
37965,13468
37965,2042
37965,253
37965,2832
37965,2845
37965,2919
37965,3003
30039,10086
30039,10106
30039,10130
30039,10176
30039,104
30039,1060
30039,11036
30039,1232
30039,1452
30039,1467
246380,10518
246380,10688
246380,13366
246380,1542
246380,9948
190554,1380
144804,104
144804,1182
144804,2182
718018,14142
314896,48
314896,38
47638,10726
47638,1319
47638,14086
47638,1569
47638,2267
47638,3352
47638,3922
47638,3989
47638,6337
47638,6839
97858,104
97858,2116
97858,2953
97858,3177
97858,348
97858,3942
97858,514
97858,545
97858,6026
97858,631
293778,10900
293778,11504
293778,11616
293778,12002
293778,2007
293778,2715
201938,12722
201938,1461
201938,1735
201938,1912
201938,3194
201938,567
201938,7340
201938,749
201938,770
201938,7724
227236,12810
227236,14480
227236,14486
651162,14904
102980,12074
102980,15012
102980,8212
221156,10176
221156,1386
221156,9178
470650,10510
470650,10882
470650,11564
470650,11766
470650,1947
470650,2154
470650,379
470650,3896
470650,3937
470650,4191
92790,192
18393,59
31023,7594
124806,250
34036,3089
35727,10050
35727,1874
35727,3028
35727,8916
35727,9628
57c8b7f711557,253
57c8b7f711557,198
62827,1078
62827,1079
62827,36
62827,68
117890,10142
117890,10322
117890,166
117890,177
117890,2265
117890,2582
117890,2762
117890,2782
117890,2975
117890,3367
39857,6504
249506,104
249506,749
2273,2883
2273,2910
2273,7398
651954,499
184616,2153
184616,6865
184616,8512
184616,8546
74594,14440
74594,1445
74594,14866
74594,1535
74594,1885
74594,2825
74594,3423
74594,3896
74594,4034
74594,4094
74323,3062
74323,397
74323,8134
144284,1182
144284,48
477346,10106
477346,10172
477346,104
477346,10476
477346,10686
477346,10726
477346,10750
477346,113
477346,1136
477346,11662
81019,236
81019,3230
81019,7058
81019,7143
81019,7686
81019,8230
330ad1f1-831f-4227-b22e-eac80c38a677,2135
413376,2589
79683,3414
79683,3829
79683,5756
79683,7
79683,7138
79683,94
456494,441
70626,2646
70626,7873
70626,14302
70626,198
69736,2070
69736,1059
69736,2390
69736,15198
69736,1344
69736,1928
69736,14110
69736,377
69736,1103
312686,10476
312686,3034
54790,61bfe51d-5433-dbc9-628e-5602f26d67d5
54790,125
54790,14910
54790,2969
54790,6755
54790,7776
54790,979
371518,2381
358134,10646
06cd6e5d-d4db-40f4-a771-b07627803d76,2399
249376,3177
79426,246
79426,7425
72403,630
72403,8512
415024,14480
415024,2712
415024,12008
415024,3832
415024,3899
415024,59
415024,14144
63188,1958
63188,2166
63188,231
63188,515
63188,6318
63188,650
1c943671-65e5-497d-b633-f9df9887f177,6481
1c943671-65e5-497d-b633-f9df9887f177,9676
1c943671-65e5-497d-b633-f9df9887f177,8562
288502,125
288502,3026
288502,48
288502,217
283472,2082
283472,48
283472,6116
283472,6737
283472,7764
283472,82
283472,928
25169,10688
25169,11322
25169,12582
25169,1350
25169,2511
25169,7530
25169,7897
25169,8436
339760,9382
124464,1674
170050,6390
41167,8cb2b989-4dac-1471-bb71-55ca403a2dba
41167,15432
41167,ac2b577c-3637-e8c4-80e5-565dff5b53a5
41167,14480
41167,14836
41167,3564
